test_row_position,source_row_index,y_true,y_pred_mix,component_inchi_0,fraction_0,pure_pred_0,component_inchi_1,fraction_1,pure_pred_1,component_inchi_2,fraction_2,pure_pred_2,component_inchi_3,fraction_3,pure_pred_3,n_components,weighted_pure_pred,predicted_excess,reference_ideal_value,reference_excess_value,ideal_error,excess_error
0,99,67.5,62.82949066162109,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",0.8,76.39581298828125,"InChI=1S/C9H12/c1-8(2)9-6-4-3-5-7-9/h3-8H,1-2H3",0.2,5.455656051635742,,0.0,,,0.0,,2,62.20778160095215,0.621709060668941,,,,
1,154,25.7,16.643980026245117,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.92,6.154390335083008,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.08,98.4147491455078,,0.0,,,0.0,,2,13.535219039916992,3.108760986328125,13.44,12.259999999999998,0.09521903991699254,-9.151239013671873
2,155,46.7,31.540584564208984,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.81,6.154390335083008,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.19,98.4147491455078,,0.0,,,0.0,,2,23.68385850906372,7.856726055145263,23.67,23.030000000000005,0.013858509063719993,-15.173273944854742
3,156,38.9,36.86411666870117,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.772,6.154390335083008,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.228,98.4147491455078,,0.0,,,0.0,,2,27.189752143859863,9.674364524841309,27.204,11.695999999999998,-0.014247856140137571,-2.021635475158689
4,157,38.9,37.07279586791992,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.77,6.154390335083008,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.23,98.4147491455078,,0.0,,,0.0,,2,27.374272861480712,9.69852300643921,27.39,11.509999999999998,-0.01572713851928853,-1.8114769935607882
5,158,38.9,39.30948638916016,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.75,6.154390335083008,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.25,98.4147491455078,,0.0,,,0.0,,2,29.21948003768921,10.090006351470947,29.25,9.65,-0.030519962310791016,0.4400063514709469
6,159,45.6,41.57212829589844,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.734,6.154390335083008,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.266,98.4147491455078,,0.0,,,0.0,,2,30.695645778656008,10.87648251724243,30.738000000000003,14.861999999999998,-0.042354221343995135,-3.985517482757569
7,160,45.6,42.15805435180664,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.73,6.154390335083008,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.27,98.4147491455078,,0.0,,,0.0,,2,31.064687213897702,11.093367137908936,31.11,14.490000000000002,-0.045312786102297054,-3.3966328620910655
8,161,45.6,44.55659484863281,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.711,6.154390335083008,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.289,98.4147491455078,,0.0,,,0.0,,2,32.817634031295775,11.738960817337038,32.876999999999995,12.723000000000006,-0.059365968704220506,-0.9840391826629684
9,162,52.2,45.6813850402832,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.7,6.154390335083008,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.3,98.4147491455078,,0.0,,,0.0,,2,33.83249797821045,11.848887062072755,33.9,18.300000000000004,-0.06750202178955078,-6.451112937927249
10,163,52.2,46.20002365112305,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.694,6.154390335083008,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.306,98.4147491455078,,0.0,,,0.0,,2,34.386060131072995,11.813963520050052,34.458,17.742000000000004,-0.07193986892700366,-5.928036479949952
11,164,52.2,48.10717391967773,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.668,6.154390335083008,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.332,98.4147491455078,,0.0,,,0.0,,2,36.784829460144046,11.322344459533689,36.876000000000005,15.323999999999998,-0.09117053985595902,-4.0016555404663094
12,165,60.150000000000006,49.304046630859375,"InChI=1S/C7H8/c1-7-5-3-2-4-6-7/h2-6H,1H3",0.65,6.154390335083008,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.35,98.4147491455078,,0.0,,,0.0,,2,38.44551591873169,10.858530712127688,38.55,21.60000000000001,-0.10448408126831055,-10.74146928787232
