test_row_position,source_row_index,y_true,y_pred_mix,component_inchi_0,fraction_0,pure_pred_0,component_inchi_1,fraction_1,pure_pred_1,component_inchi_2,fraction_2,pure_pred_2,component_inchi_3,fraction_3,pure_pred_3,n_components,weighted_pure_pred,predicted_excess,reference_ideal_value,reference_excess_value,ideal_error,excess_error
0,9,15.51,18.017528533935547,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.912,18.550722122192383,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.088,10.63332748413086,,0.0,,,0.0,,2,17.853991394042968,0.1635371398925791,16.752000000000002,-1.2420000000000029,1.1019913940429653,1.405537139892582
1,10,15.51,17.791099548339844,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.881,18.550722122192383,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.119,10.63332748413086,,0.0,,,0.0,,2,17.608552160263063,0.1825473880767809,16.488500000000002,-0.978500000000002,1.1200521602630609,1.1610473880767829
2,11,13.4,17.783784866333008,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.88,18.550722122192383,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.12,10.63332748413086,,0.0,,,0.0,,2,17.600634765625,0.1831501007080085,16.48,-3.08,1.1206347656249989,3.2631501007080086
3,12,13.17,17.3436222076416,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.822,18.550722122192383,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.178,10.63332748413086,,0.0,,,0.0,,2,17.141425876617433,0.2021963310241687,15.987,-2.817,1.1544258766174327,3.019196331024169
4,13,11.0,17.037172317504883,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.77,18.550722122192383,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.23,10.63332748413086,,0.0,,,0.0,,2,16.729721355438233,0.3074509620666497,15.545,-4.545,1.1847213554382332,4.85245096206665
5,14,13.17,17.028484344482422,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.767,18.550722122192383,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.233,10.63332748413086,,0.0,,,0.0,,2,16.70596917152405,0.3225151729583722,15.5195,-2.349499999999999,1.186469171524049,2.672015172958371
6,15,11.74,16.901411056518555,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.73,18.550722122192383,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.27,10.63332748413086,,0.0,,,0.0,,2,16.41302556991577,0.4883854866027839,15.205,-3.465,1.2080255699157707,3.9533854866027838
7,16,9.7,16.619274139404297,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.66,18.550722122192383,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.34,10.63332748413086,,0.0,,,0.0,,2,15.858807945251463,0.7604661941528317,14.61,-4.910000000000002,1.248807945251464,5.670466194152834
8,17,11.74,16.61178970336914,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.658,18.550722122192383,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.342,10.63332748413086,,0.0,,,0.0,,2,15.842973155975342,0.7688165473937989,14.593,-2.853,1.2499731559753418,3.621816547393799
9,18,10.63,16.534080505371094,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.635,18.550722122192383,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.365,10.63332748413086,,0.0,,,0.0,,2,15.660873079299927,0.8732074260711666,14.3975,-3.7675,1.2633730792999263,4.640707426071167
10,19,10.63,16.26474952697754,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.553,18.550722122192383,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.447,10.63332748413086,,0.0,,,0.0,,2,15.011646718978882,1.2531028079986566,13.7005,-3.070499999999999,1.3111467189788826,4.323602807998656
11,20,8.7,16.25469398498535,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.55,18.550722122192383,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.45,10.63332748413086,,0.0,,,0.0,,2,14.9878945350647,1.2667994499206523,13.675,-4.975000000000001,1.3128945350647,6.241799449920654
12,21,9.66,16.21112632751465,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.537,18.550722122192383,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.463,10.63332748413086,,0.0,,,0.0,,2,14.884968404769898,1.3261579227447502,13.5645,-3.904500000000001,1.3204684047698976,5.230657922744751
13,22,9.66,15.634210586547852,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.548,10.63332748413086,"InChI=1S/C8H18/c1-7(2)6-8(3,4)5/h7H,6H2,1-5H3",0.452,18.550722122192383,,0.0,,,0.0,,2,14.211989860534668,1.4222207260131832,12.842,-3.1820000000000004,1.3699898605346679,4.6042207260131836
