test_row_position,source_row_index,y_true,y_pred_mix,component_inchi_0,fraction_0,pure_pred_0,component_inchi_1,fraction_1,pure_pred_1,component_inchi_2,fraction_2,pure_pred_2,component_inchi_3,fraction_3,pure_pred_3,n_components,weighted_pure_pred,predicted_excess,reference_ideal_value,reference_excess_value,ideal_error,excess_error
0,36,38.7,44.83021545410156,"InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3",0.45,45.10439300537109,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.4,20.017541885375977,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.1,85.11003112792969,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.05,11.863750457763672,4,37.40818424224854,7.422031211853024,35.19500000000001,3.5049999999999955,2.2131842422485306,3.917031211853028
1,37,37.0,42.65712738037109,"InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3",0.4,45.10439300537109,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.4,20.017541885375977,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.1,11.863750457763672,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.1,85.11003112792969,4,35.74615211486817,6.910975265502927,33.440000000000005,3.559999999999995,2.306152114868162,3.3509752655029317
2,38,56.7,59.67231369018555,"InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3",0.4,45.10439300537109,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.4,85.11003112792969,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.1,11.863750457763672,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.1,20.017541885375977,4,55.27389888763428,4.398414802551272,51.14000000000001,5.559999999999995,4.133898887634274,-1.1615851974487228
3,39,39.3,43.25782012939453,"InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3",0.45,45.10439300537109,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.35,20.017541885375977,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.1,11.863750457763672,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.1,85.11003112792969,4,37.00049467086792,6.257325458526616,35.095,4.204999999999998,1.905494670867924,2.0523254585266173
4,40,42.1,47.65434646606445,"InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3",0.45,45.10439300537109,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.3,20.017541885375977,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.15,85.11003112792969,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.1,11.863750457763672,4,40.2551191329956,7.39922733306885,38.045,4.055,2.210119132995601,3.34422733306885
5,41,55.7,58.21617126464844,"InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3",0.45,45.10439300537109,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.35,85.11003112792969,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.1,11.863750457763672,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.1,20.017541885375977,4,53.27361698150634,4.942554283142094,49.845,5.855000000000004,3.4286169815063445,-0.9124457168579099
6,42,35.8,40.34819793701172,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.4,20.017541885375977,"InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3",0.35,45.10439300537109,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.15,11.863750457763672,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.1,85.11003112792969,4,34.0841199874878,6.264077949523923,31.685,4.114999999999995,2.399119987487804,2.149077949523928
7,43,46.8,52.66609954833984,"InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3",0.4,45.10439300537109,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.25,85.11003112792969,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.2,20.017541885375977,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.15,11.863750457763672,4,45.102335929870605,7.563763618469238,42.190000000000005,4.609999999999992,2.9123359298706006,2.953763618469246
8,44,52.2,55.026512145996094,"InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3",0.4,45.10439300537109,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.3,85.11003112792969,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.15,11.863750457763672,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.15,20.017541885375977,4,48.3569603919983,6.669551753997794,45.14,7.060000000000002,3.216960391998299,-0.39044824600220807
9,45,53.7,57.43212127685547,"InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3",0.4,45.10439300537109,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.35,85.11003112792969,"InChI=1S/C10H14/c1-2-3-7-10-8-5-4-6-9-10/h4-6,8-9H,2-3,7H2,1H3",0.15,11.863750457763672,"InChI=1S/C16H34/c1-13(10-14(2,3)4)11-16(8,9)12-15(5,6)7/h13H,10-12H2,1-9H3",0.1,20.017541885375977,4,51.61158485412598,5.820536422729489,48.09,5.609999999999999,3.521584854125976,0.2105364227294899
