prediction_row_position,source_row_index,value,unit,fraction_type,component_inchi_0,fraction_0,component_inchi_1,fraction_1,component_inchi_2,fraction_2,component_inchi_3,fraction_3,y_true,y_pred,reference_ideal_value,reference_excess_value,predicted_excess,weighted_pure_pred,y_pred_mix,rank_true_desc,rank_pred_desc,rank_reference_ideal_desc,rank_weighted_pure_pred_desc,rank_reference_excess_desc,rank_predicted_excess_desc
0,233,22.6,Celcius,molar,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.7,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.2,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.1,,0.0,22.6,18.953087,21.97,0.6300000000000026,-6.531048774719238,25.484135627746586,18.953086853027344,135.0,138.0,149.0,144.0,25.0,132.0
1,234,22.35,Celcius,molar,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.6,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.3,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.1,,0.0,22.35,18.070179,24.17,-1.8200000000000005,-8.544545364379882,26.614724349975585,18.070178985595703,137.0,143.0,142.0,140.0,70.0,161.0
2,235,22.75,Celcius,molar,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.4,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.1,,0.0,22.75,17.659658,26.37,-3.620000000000001,-10.085654640197752,27.74531307220459,17.659658432006836,133.0,145.0,134.0,135.0,93.0,181.0
3,236,23.1,Celcius,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.5,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.4,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.1,,0.0,23.1,18.474382,28.57,-5.469999999999999,-10.4015193939209,28.875901794433595,18.47438240051269,128.5,142.0,123.0,127.0,122.0,185.0
4,237,24.15,Celcius,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.6,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.3,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.1,,0.0,24.15,20.734308,30.77,-6.620000000000001,-9.272182273864743,30.006490516662595,20.73430824279785,119.0,116.0,111.0,120.0,145.0,164.0
5,238,26.15,Celcius,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.7,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.2,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.1,,0.0,26.15,23.969028,32.97,-6.82,-7.168050765991211,31.1370792388916,23.96902847290039,97.0,102.0,95.0,111.0,148.0,141.0
6,239,29.2,Celcius,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.8,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.1,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.1,,0.0,29.2,29.547283,35.17,-5.970000000000002,-2.7203847885131864,32.26766796112061,29.547283172607425,79.0,83.0,79.0,98.0,128.0,73.0
7,240,23.5,Celcius,molar,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.7,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.2,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.1,,0.0,23.5,20.224546,22.34,1.16,-6.031621360778807,26.256167793273924,20.22454643249512,126.0,120.0,147.0,142.0,9.0,123.0
8,241,23.1,Celcius,molar,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.6,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.2,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.2,,0.0,23.1,19.351536,24.54,-1.4399999999999975,-8.035220718383787,27.386756515502928,19.35153579711914,128.5,134.0,141.0,136.0,67.0,153.0
9,242,23.3,Celcius,molar,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.5,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.3,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.2,,0.0,23.3,18.802383,26.74,-3.4400000000000013,-9.714961814880368,28.51734523773193,18.80238342285156,127.0,140.0,132.0,131.0,90.0,171.0
10,243,23.85,Celcius,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.4,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.4,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.2,,0.0,23.85,19.430754,28.94,-5.09,-10.217180252075195,29.647933959960938,19.430753707885746,122.0,133.0,122.0,123.0,115.0,183.0
11,244,24.9,Celcius,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.5,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.3,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.2,,0.0,24.9,21.694334,31.14,-6.240000000000002,-9.084188652038574,30.77852268218994,21.694334030151367,109.0,113.0,108.0,113.0,134.0,162.0
12,245,26.95,Celcius,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.6,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.2,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.2,,0.0,26.95,25.278612,33.34,-6.390000000000004,-6.630499267578124,31.909111404418944,25.27861213684082,93.0,98.0,94.0,103.0,139.0,135.0
13,246,29.6,Celcius,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.7,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.2,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.1,,0.0,29.6,31.054653,35.540000000000006,-5.940000000000005,-1.9850469589233413,33.03970012664795,31.05465316772461,78.0,79.0,75.0,91.0,127.0,57.0
14,247,24.2,Celcius,molar,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.6,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.3,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.1,,0.0,24.2,19.976875,24.91,-0.7100000000000009,-8.181913375854492,28.158788681030277,19.97687530517578,118.0,126.0,139.0,133.0,51.0,156.0
15,248,23.8,Celcius,molar,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.5,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.3,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.2,,0.0,23.8,19.455366,27.11,-3.3099999999999987,-9.834011268615722,29.28937740325928,19.455366134643555,123.0,131.0,130.0,125.0,89.0,172.0
16,249,24.85,Celcius,molar,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.4,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.3,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.3,,0.0,24.85,20.022713,29.31,-4.460000000000001,-10.397253417968749,30.41996612548828,20.02271270751953,110.0,125.0,119.0,116.0,105.0,184.0
17,250,25.35,Celcius,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.4,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.3,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.3,,0.0,25.35,22.428888,31.51,-6.16,-9.121666526794431,31.550554847717283,22.42888832092285,103.0,109.0,107.0,107.0,133.0,163.0
18,251,27.35,Celcius,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.5,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.3,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.2,,0.0,27.35,26.088154,33.71,-6.359999999999999,-6.592989730834958,32.681143569946286,26.088153839111328,91.5,95.0,90.0,93.0,138.0,134.0
19,252,31.25,Celcius,molar,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.6,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.3,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.1,,0.0,31.25,31.957657,35.910000000000004,-4.660000000000004,-1.8540754318237305,33.81173229217529,31.95765686035156,69.0,74.0,69.0,85.0,106.0,54.0
