test_row_position,source_row_index,y_true,y_pred_mix,component_inchi_0,fraction_0,pure_pred_0,component_inchi_1,fraction_1,pure_pred_1,component_inchi_2,fraction_2,pure_pred_2,component_inchi_3,fraction_3,pure_pred_3,n_components,weighted_pure_pred,predicted_excess,reference_ideal_value,reference_excess_value,ideal_error,excess_error
0,233,22.6,18.953086853027344,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.7,21.320337295532227,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.2,32.626224517822266,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.1,40.3465461730957,,0.0,,3,25.484135627746586,-6.531048774719238,21.97,0.6300000000000026,3.5141356277465867,-7.161048774719241
1,234,22.35,18.070178985595703,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.6,21.320337295532227,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.3,32.626224517822266,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.1,40.3465461730957,,0.0,,3,26.614724349975585,-8.544545364379882,24.17,-1.8200000000000005,2.4447243499755835,-6.724545364379882
2,235,22.75,17.659658432006836,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.5,21.320337295532227,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.4,32.626224517822266,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.1,40.3465461730957,,0.0,,3,27.74531307220459,-10.085654640197752,26.37,-3.620000000000001,1.3753130722045874,-6.4656546401977515
3,236,23.1,18.47438240051269,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.5,32.626224517822266,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.4,21.320337295532227,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.1,40.3465461730957,,0.0,,3,28.875901794433595,-10.4015193939209,28.57,-5.469999999999999,0.3059017944335949,-4.931519393920901
4,237,24.15,20.73430824279785,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.6,32.626224517822266,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.3,21.320337295532227,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.1,40.3465461730957,,0.0,,3,30.006490516662595,-9.272182273864743,30.77,-6.620000000000001,-0.7635094833374048,-2.6521822738647423
5,238,26.15,23.96902847290039,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.7,32.626224517822266,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.2,21.320337295532227,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.1,40.3465461730957,,0.0,,3,31.1370792388916,-7.168050765991211,32.97,-6.82,-1.8329207611083973,-0.34805076599121065
6,239,29.2,29.547283172607425,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.8,32.626224517822266,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.1,40.3465461730957,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.1,21.320337295532227,,0.0,,3,32.26766796112061,-2.7203847885131864,35.17,-5.970000000000002,-2.9023320388793934,3.249615211486816
7,240,23.5,20.22454643249512,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.7,21.320337295532227,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.2,40.3465461730957,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.1,32.626224517822266,,0.0,,3,26.256167793273924,-6.031621360778807,22.34,1.16,3.9161677932739245,-7.191621360778807
8,241,23.1,19.35153579711914,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.6,21.320337295532227,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.2,40.3465461730957,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.2,32.626224517822266,,0.0,,3,27.386756515502928,-8.035220718383787,24.54,-1.4399999999999975,2.8467565155029284,-6.595220718383789
9,242,23.3,18.80238342285156,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.5,21.320337295532227,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",0.3,32.626224517822266,"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",0.2,40.3465461730957,,0.0,,3,28.51734523773193,-9.714961814880368,26.74,-3.4400000000000013,1.7773452377319323,-6.274961814880367
