prediction_row_position,source_row_index,value,unit,fraction_type,component_inchi_0,fraction_0,component_inchi_1,fraction_1,component_inchi_2,fraction_2,component_inchi_3,fraction_3,y_true,y_pred,reference_ideal_value,reference_excess_value,predicted_excess,weighted_pure_pred,y_pred_mix,rank_true_desc,rank_pred_desc,rank_reference_ideal_desc,rank_weighted_pure_pred_desc,rank_reference_excess_desc,rank_predicted_excess_desc
0,0,71.85000000000002,Celcius,molar,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",0.539,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.251,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.21,,0.0,71.85000000000002,66.01318,80.986,-9.13599999999998,-5.403632434844965,71.41681602859497,66.01318359375,20.0,19.0,25.0,19.0,169.0,177.0
1,1,65.35000000000002,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.392,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.327,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",0.281,,0.0,65.35000000000002,56.994423,70.33000000000001,-4.97999999999999,-1.1440743408203105,58.13849725341797,56.994422912597656,21.0,23.0,27.0,25.0,159.0,96.0
2,2,56.85000000000002,Celcius,molar,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.659,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.183,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",0.158,,0.0,56.85000000000002,47.22366,59.656000000000006,-2.805999999999983,1.94954606246948,45.27411345291138,47.22365951538086,26.0,26.0,29.0,41.0,140.0,3.0
3,115,48.85000000000002,Celcius,molar,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.899,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.101,,0.0,,0.0,48.85000000000002,45.98271,49.697,-0.84699999999998,0.4583113136291459,45.52440047836304,45.98271179199219,35.0,29.0,36.0,39.0,96.0,24.0
4,116,47.85000000000002,Celcius,molar,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.8,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.2,,0.0,,0.0,47.85000000000002,46.114048,49.4,-1.5499999999999758,1.0800178527832005,45.03403015136719,46.11404800415039,37.0,28.0,39.0,42.0,105.0,12.0
5,117,46.85000000000002,Celcius,molar,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.7,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.3,,0.0,,0.0,46.85000000000002,45.66532,49.1,-2.2499999999999787,1.126614761352542,44.53870658874512,45.665321350097656,42.0,30.0,40.0,43.0,123.0,11.0
6,118,46.85000000000002,Celcius,molar,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.6,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.4,,0.0,,0.0,46.85000000000002,44.38401,48.8,-1.9499999999999744,0.3406272888183608,44.043383026123045,44.384010314941406,42.0,32.0,41.5,46.0,111.0,31.0
7,119,45.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.502,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.498,,0.0,,0.0,45.85000000000002,42.86217,48.494,-2.643999999999977,-0.6759818191528382,43.53815299224854,42.8621711730957,51.5,36.0,44.0,48.0,137.0,75.0
8,120,45.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.6,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.4,,0.0,,0.0,45.85000000000002,41.81997,48.2,-2.34999999999998,-1.232766723632814,43.05273590087891,41.819969177246094,51.5,42.0,46.5,51.0,127.0,99.0
9,121,45.85000000000002,Celcius,molar,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.7,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.3,,0.0,,0.0,45.85000000000002,41.337975,47.9,-2.049999999999976,-1.219437789916988,42.55741233825683,41.33797454833984,51.5,45.0,50.0,55.0,116.0,98.0
