test_row_position,source_row_index,y_true,y_pred_mix,component_inchi_0,fraction_0,pure_pred_0,component_inchi_1,fraction_1,pure_pred_1,component_inchi_2,fraction_2,pure_pred_2,component_inchi_3,fraction_3,pure_pred_3,n_components,weighted_pure_pred,predicted_excess,reference_ideal_value,reference_excess_value,ideal_error,excess_error
0,0,71.85000000000002,66.01318359375,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",0.539,95.11199951171876,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.251,28.81374740600586,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.21,61.51998901367188,,0.0,,3,71.41681602859497,-5.403632434844965,80.986,-9.13599999999998,-9.569183971405039,3.7323675651550143
1,1,65.35000000000002,56.994422912597656,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.392,28.81374740600586,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.327,61.51998901367188,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",0.281,95.11199951171876,,0.0,,3,58.13849725341797,-1.1440743408203105,70.33000000000001,-4.97999999999999,-12.191502746582046,3.8359256591796793
2,2,56.85000000000002,47.22365951538086,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.659,28.81374740600586,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.183,61.51998901367188,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",0.158,95.11199951171876,,0.0,,3,45.27411345291138,1.94954606246948,59.656000000000006,-2.805999999999983,-14.381886547088627,4.755546062469463
3,115,48.85000000000002,45.98271179199219,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.899,46.02467727661133,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.101,41.07144165039063,,0.0,,,0.0,,2,45.52440047836304,0.4583113136291459,49.697,-0.84699999999998,-4.172599521636961,1.305311313629126
4,116,47.85000000000002,46.11404800415039,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.8,46.02467727661133,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.2,41.07144165039063,,0.0,,,0.0,,2,45.03403015136719,1.0800178527832005,49.4,-1.5499999999999758,-4.365969848632808,2.630017852783176
5,117,46.85000000000002,45.665321350097656,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.7,46.02467727661133,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.3,41.07144165039063,,0.0,,,0.0,,2,44.53870658874512,1.126614761352542,49.1,-2.2499999999999787,-4.56129341125488,3.3766147613525206
6,118,46.85000000000002,44.384010314941406,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.6,46.02467727661133,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.4,41.07144165039063,,0.0,,,0.0,,2,44.043383026123045,0.3406272888183608,48.8,-1.9499999999999744,-4.756616973876952,2.290627288818335
7,119,45.85000000000002,42.8621711730957,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.502,41.07144165039063,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.498,46.02467727661133,,0.0,,,0.0,,2,43.53815299224854,-0.6759818191528382,48.494,-2.643999999999977,-4.9558470077514585,1.9680181808471389
8,120,45.85000000000002,41.819969177246094,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.6,41.07144165039063,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.4,46.02467727661133,,0.0,,,0.0,,2,43.05273590087891,-1.232766723632814,48.2,-2.34999999999998,-5.147264099121095,1.1172332763671662
9,121,45.85000000000002,41.33797454833984,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.7,41.07144165039063,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.3,46.02467727661133,,0.0,,,0.0,,2,42.55741233825683,-1.219437789916988,47.9,-2.049999999999976,-5.342587661743167,0.8305622100829879
10,122,45.85000000000002,40.95035934448242,"InChI=1S/C12H26/c1-10(8-11(2,3)4)9-12(5,6)7/h10H,8-9H2,1-7H3",0.799,41.07144165039063,"InChI=1S/C9H12/c1-7-4-5-8(2)9(3)6-7/h4-6H,1-3H3",0.201,46.02467727661133,,0.0,,,0.0,,2,42.06704201126099,-1.1166826667785656,47.60300000000001,-1.752999999999986,-5.535957988739021,0.6363173332214203
