test_row_position,source_row_index,y_true,y_pred_mix,component_inchi_0,fraction_0,pure_pred_0,component_inchi_1,fraction_1,pure_pred_1,component_inchi_2,fraction_2,pure_pred_2,component_inchi_3,fraction_3,pure_pred_3,n_components,weighted_pure_pred,predicted_excess,reference_ideal_value,reference_excess_value,ideal_error,excess_error
0,1816,-0.4328859974828806,-0.3874397575855255,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",0.9,-0.3769826591014862,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.1,-0.1860933899879455,,0.0,,,0.0,,2,-0.3578937321901321,-0.0295460253953933,-0.3923144481443255,-0.040571549338555,0.03442071595419338,0.0110255239431617
1,1817,-0.4526882292826294,-0.388519138097763,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",0.8,-0.3769826591014862,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.2,-0.1860933899879455,,0.0,,,0.0,,2,-0.3388048052787781,-0.0497143328189849,-0.3747687497357109,-0.0779194795469184,0.035963944456932795,0.0282051467279335
2,1818,-0.4476225420780425,-0.3999961912631988,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",0.7,-0.3769826591014862,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.3,-0.1860933899879455,,0.0,,,0.0,,2,-0.319715878367424,-0.0802803128957748,-0.3572230513270962,-0.0903994907509462,0.03750717295967221,0.010119177855171399
3,1819,-0.4344978070479764,-0.4148531854152679,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",0.6,-0.3769826591014862,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.4,-0.1860933899879455,,0.0,,,0.0,,2,-0.3006269514560699,-0.114226233959198,-0.3396773529184816,-0.0948204541294948,0.03905040146241173,-0.019405779829703193
4,1820,-0.4112416976087366,-0.4162379205226898,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.5,-0.1860933899879455,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",0.5,-0.3769826591014862,,0.0,,,0.0,,2,-0.2815380245447159,-0.1346998959779739,-0.3221316545098669,-0.0891100430988696,0.040593629965151035,-0.0455898528791043
5,1821,-0.383610676492808,-0.3955966532230377,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.6,-0.1860933899879455,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",0.4,-0.3769826591014862,,0.0,,,0.0,,2,-0.2624490976333618,-0.1331475555896759,-0.3045859561012524,-0.0790247203915556,0.04213685846789056,-0.05412283519812029
6,1822,-0.3536770702838854,-0.3570144474506378,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.7,-0.1860933899879455,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",0.3,-0.3769826591014862,,0.0,,,0.0,,2,-0.2433601707220077,-0.1136542767286301,-0.2870402576926377,-0.0666368125912477,0.04368008697063,-0.047017464137382406
7,1823,-0.3223619130191664,-0.298565000295639,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.8,-0.1860933899879455,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",0.2,-0.3769826591014862,,0.0,,,0.0,,2,-0.2242712438106537,-0.0742937564849853,-0.2694945592840231,-0.0528673537351432,0.04522331547336941,-0.021426402749842102
8,1824,-0.2880533951335551,-0.2460763752460479,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.9,-0.1860933899879455,"InChI=1S/C8H8/c1-2-8-6-4-3-5-7-8/h2-7H,1H2",0.1,-0.3769826591014862,,0.0,,,0.0,,2,-0.2051823168992996,-0.0408940583467483,-0.2519488608754084,-0.0361045342581466,0.0467665439761088,-0.004789524088601699
9,1898,0.0221048168927428,0.0169629454612731,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",0.9,-0.0328925997018814,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.1,1.9624524116516116,,0.0,,,0.0,,2,0.1666419014334678,-0.1496789559721947,0.0881890090616719,-0.0660841921689291,0.0784528923717959,-0.08359476380326558
10,1899,0.1839765489302242,0.129658967256546,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",0.8,-0.0328925997018814,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.2,1.9624524116516116,,0.0,,,0.0,,2,0.3661764025688171,-0.2365174353122711,0.3023294227101182,-0.118352873779894,0.06384697985869892,-0.1181645615323771
11,1900,0.363117669165161,0.3119809925556183,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",0.7,-0.0328925997018814,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.3,1.9624524116516116,,0.0,,,0.0,,2,0.5657109037041664,-0.2537299111485481,0.5164698363585646,-0.1533521671934036,0.04924106734560185,-0.10037774395514448
12,1901,0.557225592504559,0.4816069304943084,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",0.6,-0.0328925997018814,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.4,1.9624524116516116,,0.0,,,0.0,,2,0.7652454048395158,-0.2836384743452073,0.7306102500070109,-0.1733846575024518,0.0346351548325049,-0.11025381684275548
13,1902,0.744425760564975,0.7130706310272217,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.5,1.9624524116516116,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",0.5,-0.0328925997018814,,0.0,,,0.0,,2,0.964779905974865,-0.2517092749476433,0.9447506636554572,-0.2003249030904821,0.020029242319407725,-0.05138437185716119
14,1903,0.9956377942106256,0.9628231525421144,"InChI=1S/C10H22O/c1-2-3-4-5-6-7-8-9-10-11/h11H,2-10H2,1H3",0.6,1.9624524116516116,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",0.4,-0.0328925997018814,,0.0,,,0.0,,2,1.1643144071102145,-0.2014912545681,1.1588910773039034,-0.1632532830932778,0.005423329806311106,-0.03823797147482219
