test_row_position,source_row_index,y_true,y_pred_mix,component_inchi_0,fraction_0,pure_pred_0,component_inchi_1,fraction_1,pure_pred_1,component_inchi_2,fraction_2,pure_pred_2,component_inchi_3,fraction_3,pure_pred_3,n_components,weighted_pure_pred,predicted_excess,reference_ideal_value,reference_excess_value,ideal_error,excess_error
0,0,0.6786019091179095,0.6630821824073792,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.952,0.6633296608924866,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.048,2.573042154312134,,0.0,,,0.0,,2,0.7549958605766297,-0.0919136781692505,0.8200037279651425,-0.141401818847233,-0.06500786738851283,0.04948814067798249
1,1,0.7539223792744041,0.653030276298523,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.868,0.6633296608924866,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.132,2.573042154312134,,0.0,,,0.0,,2,0.91541171002388,-0.262381433725357,0.9789827371892652,-0.225060357914861,-0.06357102716538521,-0.037321075810495985
2,2,0.7950447069861052,0.6833462715148926,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.836,0.6633296608924866,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.164,2.573042154312134,,0.0,,,0.0,,2,0.9765225098133088,-0.2931762382984161,1.039546169274645,-0.2445014622885398,-0.06302365946133626,-0.0486747760098763
3,3,0.9054400758498844,0.7535581588745117,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.767,0.6633296608924866,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.233,2.573042154312134,,0.0,,,0.0,,2,1.1082926718592645,-0.3547345129847525,1.1701360697087455,-0.2646959938588613,-0.06184339784948101,-0.09003851912589123
4,4,1.0359848291773133,0.8144550323486328,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.687,0.6633296608924866,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.313,2.573042154312134,,0.0,,,0.0,,2,1.2610696713328362,-0.4466146389842034,1.3215446499221957,-0.2855598207448824,-0.06047497858935946,-0.161054818239321
5,5,1.2106186715470386,0.9795030355453492,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.595,0.6633296608924866,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.405,2.573042154312134,,0.0,,,0.0,,2,1.4367632207274437,-0.4572601851820945,1.4956645171676632,-0.2850458456206246,-0.058901296440219575,-0.17221433956146986
6,6,1.4224695760631636,1.2478967905044556,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.515,2.573042154312134,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.485,0.6633296608924866,,0.0,,,0.0,,2,1.646831595003605,-0.3989348044991494,1.703851314961157,-0.2813817388979933,-0.05701971995755195,-0.11755306560115614
7,7,1.6900459987125669,1.5680162906646729,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.645,2.573042154312134,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.355,0.6633296608924866,,0.0,,,0.0,,2,1.895094219148159,-0.3270779284834861,1.9498902578080133,-0.2598442590954464,-0.054796038659854274,-0.06723366938803971
8,8,2.048923054087581,2.0399093627929688,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.804,2.573042154312134,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.196,0.6633296608924866,,0.0,,,0.0,,2,2.198738505601883,-0.1588291428089143,2.250814810982245,-0.2018917568946645,-0.0520763053803619,0.043062614085750184
9,9,2.292406466083316,2.316621780395508,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.895,2.573042154312134,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.105,0.6633296608924866,,0.0,,,0.0,,2,2.372522342503071,-0.055900562107563,2.4230420709750446,-0.1306356048917285,-0.050519728471973835,0.07473504278416551
10,37,0.9894208144595416,0.9965490102767944,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.9,1.0732117891311646,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.1,0.5212550759315491,,0.0,,,0.0,,2,1.018016117811203,-0.0214671075344086,0.995016096235517,-0.0055952817759754,0.023000021575686036,-0.0158718257584332
11,38,0.9201130031604208,0.9304167628288268,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.8,1.0732117891311646,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.2,0.5212550759315491,,0.0,,,0.0,,2,0.9628204464912417,-0.0324036836624146,0.943967784723839,-0.0238547815634182,0.018852661767402634,-0.008548902098996398
12,39,0.8528775184449946,0.877336323261261,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.7,1.0732117891311646,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.3,0.5212550759315491,,0.0,,,0.0,,2,0.9076247751712798,-0.0302884519100188,0.892919473212161,-0.0400419547671664,0.014705301959118788,0.009753502857147597
13,40,0.791628754971353,0.8258360028266907,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.6,1.0732117891311646,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.4,0.5212550759315491,,0.0,,,0.0,,2,0.8524291038513183,-0.0265931010246276,0.841871161700483,-0.05024240672913,0.010557942150835276,0.023649305704502403
14,41,0.7354456787022983,0.7863479852676392,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.5,0.5212550759315491,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.5,1.0732117891311646,,0.0,,,0.0,,2,0.7972334325313568,-0.0108854472637176,0.790822850188805,-0.0553771714865067,0.006410582342551763,0.0444917242227891
15,42,0.6824862215634352,0.7284634709358215,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.6,0.5212550759315491,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.4,1.0732117891311646,,0.0,,,0.0,,2,0.7420377612113953,-0.0135742902755737,0.7397745386771271,-0.0572883171136918,0.00226322253426825,0.0437140268381181
