prediction_row_position,source_row_index,value,unit,fraction_type,temperature,temperature_unit,component_inchi_0,fraction_0,component_inchi_1,fraction_1,component_inchi_2,fraction_2,component_inchi_3,fraction_3,y_true,y_pred,reference_ideal_value,reference_excess_value,predicted_excess,weighted_pure_pred,y_pred_mix,rank_true_desc,rank_pred_desc,rank_reference_ideal_desc,rank_weighted_pure_pred_desc,rank_reference_excess_desc,rank_predicted_excess_desc
0,0,0.6786019091179095,ln(mPa*s),molar,298.0,K,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.952,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.048,,0.0,,0.0,0.6786019091179095,0.6630822,0.8200037279651425,-0.141401818847233,-0.0919136781692505,0.7549958605766297,0.6630821824073792,1784.0,1774.0,1284.0,1555.0,4794.0,5253.0
1,1,0.7539223792744041,ln(mPa*s),molar,298.0,K,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.868,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.132,,0.0,,0.0,0.7539223792744041,0.6530303,0.9789827371892652,-0.225060357914861,-0.262381433725357,0.91541171002388,0.653030276298523,1620.0,1798.0,1068.0,1292.0,5332.0,6609.0
2,2,0.7950447069861052,ln(mPa*s),molar,298.0,K,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.836,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.164,,0.0,,0.0,0.7950447069861052,0.6833463,1.039546169274645,-0.2445014622885398,-0.2931762382984161,0.9765225098133088,0.6833462715148926,1554.0,1728.0,983.0,1191.0,5429.0,6754.0
3,3,0.9054400758498844,ln(mPa*s),molar,298.0,K,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.767,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.233,,0.0,,0.0,0.9054400758498844,0.75355816,1.1701360697087455,-0.2646959938588613,-0.3547345129847525,1.1082926718592645,0.7535581588745117,1369.0,1586.0,822.0,998.0,5532.0,6948.0
4,4,1.0359848291773133,ln(mPa*s),molar,298.0,K,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.687,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.313,,0.0,,0.0,1.0359848291773133,0.81445503,1.3215446499221957,-0.2855598207448824,-0.4466146389842034,1.2610696713328362,0.8144550323486328,1158.0,1470.0,700.0,817.0,5615.0,7104.0
5,5,1.2106186715470386,ln(mPa*s),molar,298.0,K,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.595,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.405,,0.0,,0.0,1.2106186715470386,0.97950304,1.4956645171676632,-0.2850458456206246,-0.4572601851820945,1.4367632207274437,0.9795030355453492,961.0,1217.0,576.0,690.0,5614.0,7115.0
6,6,1.4224695760631636,ln(mPa*s),molar,298.0,K,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.515,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.485,,0.0,,0.0,1.4224695760631636,1.2478968,1.703851314961157,-0.2813817388979933,-0.3989348044991494,1.646831595003605,1.2478967905044556,796.0,923.0,466.0,548.0,5600.0,7052.0
7,7,1.6900459987125669,ln(mPa*s),molar,298.0,K,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.645,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.355,,0.0,,0.0,1.6900459987125669,1.5680163,1.9498902578080133,-0.2598442590954464,-0.3270779284834861,1.895094219148159,1.5680162906646729,617.0,684.0,358.0,412.0,5512.0,6869.0
8,8,2.048923054087581,ln(mPa*s),molar,298.0,K,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.804,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.196,,0.0,,0.0,2.048923054087581,2.0399094,2.250814810982245,-0.2018917568946645,-0.1588291428089143,2.198738505601883,2.0399093627929688,416.0,392.0,251.0,284.0,5193.0,5996.0
9,9,2.292406466083316,ln(mPa*s),molar,298.0,K,"InChI=1S/C10H10O4/c1-13-9(11)7-5-3-4-6-8(7)10(12)14-2/h3-6H,1-2H3",0.895,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",0.105,,0.0,,0.0,2.292406466083316,2.3166218,2.4230420709750446,-0.1306356048917285,-0.055900562107563,2.372522342503071,2.316621780395508,327.0,298.0,215.0,243.0,4702.0,4658.0
10,37,0.9894208144595416,ln(mPa*s),molar,308.15,K,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.9,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.1,,0.0,,0.0,0.9894208144595416,0.996549,0.995016096235517,-0.0055952817759754,-0.0214671075344086,1.018016117811203,0.9965490102767944,1220.0,1196.0,1042.0,1116.0,2700.0,3747.0
11,38,0.9201130031604208,ln(mPa*s),molar,308.15,K,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.8,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.2,,0.0,,0.0,0.9201130031604208,0.93041676,0.943967784723839,-0.0238547815634182,-0.0324036836624146,0.9628204464912417,0.9304167628288268,1341.0,1295.0,1123.0,1209.0,3184.5,4060.0
12,39,0.8528775184449946,ln(mPa*s),molar,308.15,K,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.7,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.3,,0.0,,0.0,0.8528775184449946,0.8773363,0.892919473212161,-0.0400419547671664,-0.0302884519100188,0.9076247751712798,0.877336323261261,1453.0,1368.0,1186.0,1301.0,3496.0,4001.0
13,40,0.791628754971353,ln(mPa*s),molar,308.15,K,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.6,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.4,,0.0,,0.0,0.791628754971353,0.825836,0.841871161700483,-0.05024240672913,-0.0265931010246276,0.8524291038513183,0.8258360028266907,1562.0,1454.0,1246.0,1373.0,3681.0,3894.0
14,41,0.7354456787022983,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.5,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.5,,0.0,,0.0,0.7354456787022983,0.786348,0.790822850188805,-0.0553771714865067,-0.0108854472637176,0.7972334325313568,0.7863479852676392,1656.5,1528.0,1330.0,1470.0,3774.0,3397.0
15,42,0.6824862215634352,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.6,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.4,,0.0,,0.0,0.6824862215634352,0.7284635,0.7397745386771271,-0.0572883171136918,-0.0135742902755737,0.7420377612113953,0.7284634709358215,1772.0,1637.0,1426.0,1585.0,3804.0,3502.0
16,43,0.6355134856663567,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.7,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.3,,0.0,,0.0,0.6355134856663567,0.65280646,0.6887262271654491,-0.0532127414990923,-0.0340356290340423,0.6868420898914337,0.6528064608573914,1901.0,1799.0,1513.0,1703.0,3733.0,4117.0
17,44,0.5917643688994698,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.8,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.2,,0.0,,0.0,0.5917643688994698,0.61101395,0.6376779156537711,-0.0459135467543012,-0.0206324696540832,0.6316464185714722,0.6110139489173889,1988.0,1895.0,1602.0,1818.0,3623.0,3717.0
18,45,0.5581466265417567,ln(mPa*s),molar,308.15,K,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.9,"InChI=1S/C12H22/c1-3-7-11(8-4-1)12-9-5-2-6-10-12/h11-12H,1-10H2",0.1,,0.0,,0.0,0.5581466265417567,0.56766313,0.5866296041420931,-0.0284829776003363,-0.008787614107132,0.5764507472515107,0.5676631331443787,2066.0,1989.0,1717.0,1946.0,3279.0,3318.0
19,51,0.5528506808278705,ln(mPa*s),molar,320.65,K,"InChI=1S/C4H8O/c5-3-4-1-2-4/h4-5H,1-3H2",0.9,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.1,,0.0,,0.0,0.5528506808278705,0.5317312,0.6263952486981003,-0.0735445678702297,-0.09471997320652,0.6264511615037918,0.5317311882972717,2082.5,2084.0,1627.0,1833.0,4067.0,5295.0
