test_row_position,source_row_index,y_true,y_pred_mix,component_inchi_0,fraction_0,pure_pred_0,component_inchi_1,fraction_1,pure_pred_1,component_inchi_2,fraction_2,pure_pred_2,component_inchi_3,fraction_3,pure_pred_3,n_components,weighted_pure_pred,predicted_excess,reference_ideal_value,reference_excess_value,ideal_error,excess_error
0,0,70.0,76.17121124267578,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",0.5,79.48433685302734,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",0.3,94.65670776367188,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.1,10.143871307373049,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.1,52.1661376953125,4,74.37018165588378,1.801029586791998,,,,
1,1,51.3,53.00969696044922,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.6,52.1661376953125,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.2,10.143871307373049,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",0.1,79.48433685302734,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",0.1,94.65670776367188,4,50.74256134033203,2.2671356201171875,,,,
2,2,61.43,67.47053527832031,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",0.6,79.48433685302734,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.2,10.143871307373049,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",0.1,94.65670776367188,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.1,52.1661376953125,4,64.40166091918945,3.06887435913086,,,,
3,3,47.2,52.43613052368164,"InChI=1S/C10H12/c1-2-6-10-8-4-3-7-9(10)5-1/h1-2,5-6H,3-4,7-8H2",0.4,10.143871307373049,"InChI=1S/C7H16/c1-3-5-7-6-4-2/h3-7H2,1-2H3",0.3,52.1661376953125,"InChI=1S/C14H30/c1-3-5-7-9-11-13-14-12-10-8-6-4-2/h3-14H2,1-2H3",0.2,94.65670776367188,"InChI=1S/C11H24/c1-3-5-7-9-11-10-8-6-4-2/h3-11H2,1-2H3",0.1,79.48433685302734,4,46.58716506958008,5.84896545410156,,,,
4,59,56.0,54.17151641845703,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.45,70.705322265625,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2",0.21,37.133094787597656,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.19,12.52590560913086,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",0.15,23.92438507080078,4,45.583924751281735,8.587591667175296,43.472,12.528000000000006,2.111924751281734,-3.9404083328247097
5,60,34.5,29.22972869873047,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",0.563,23.92438507080078,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2",0.24,37.133094787597656,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.141,12.52590560913086,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.056,70.705322265625,4,28.10702228164673,1.1227064170837373,27.4702,7.029799999999998,0.636822281646733,-5.907093582916261
6,61,40.87,34.275733947753906,"InChI=1S/C10H18/c1-2-6-10-8-4-3-7-9(10)5-1/h9-10H,1-8H2",0.34,37.133094787597656,InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H,0.3,12.52590560913086,"InChI=1S/C7H14/c1-7-5-3-2-4-6-7/h7H,2-6H2,1H3",0.24,23.92438507080078,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.12,70.705322265625,4,30.60951499938965,3.666218948364257,30.042,10.828,0.5675149993896476,-7.161781051635742
7,62,60.6,79.17935180664062,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.58,100.8311538696289,"InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3",0.25,46.41300964355469,"InChI=1S/C12H18/c1-2-3-4-6-9-12-10-7-5-8-11-12/h5,7-8,10-11H,2-4,6,9H2,1H3",0.17,27.200666427612305,,0.0,,3,74.70943494796752,4.469916858673102,,,,
8,63,59.5,51.521575927734375,"InChI=1S/C12H18/c1-2-3-4-6-9-12-10-7-5-8-11-12/h5,7-8,10-11H,2-4,6,9H2,1H3",0.56,27.200666427612305,"InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3",0.25,46.41300964355469,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.19,100.8311538696289,,0.0,,3,45.993544845581056,5.528031082153319,,,,
9,64,59.1,56.63067626953125,"InChI=1S/C10H20/c1-2-3-7-10-8-5-4-6-9-10/h10H,2-9H2,1H3",0.5,46.41300964355469,"InChI=1S/C12H18/c1-2-3-4-6-9-12-10-7-5-8-11-12/h5,7-8,10-11H,2-4,6,9H2,1H3",0.27,27.200666427612305,"InChI=1S/C16H34/c1-3-5-7-9-11-13-15-16-14-12-10-8-6-4-2/h3-16H2,1-2H3",0.23,100.8311538696289,,0.0,,3,53.74185014724732,2.8888261222839304,,,,
