test_row_position,source_row_index,y_true,y_pred_mix,component_inchi_0,fraction_0,pure_pred_0,component_inchi_1,fraction_1,pure_pred_1,component_inchi_2,fraction_2,pure_pred_2,component_inchi_3,fraction_3,pure_pred_3,n_components,weighted_pure_pred,predicted_excess,reference_ideal_value,reference_excess_value,ideal_error,excess_error
0,3,0.7,4.698257446289063,"InChI=1S/CH4O/c1-2/h2H,1H3",0.9,11.23287582397461,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.09,-17.477214813232422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.01,40.372467041015625,,0.0,,3,8.940363578796386,-4.242106132507324,9.613,-8.913000000000002,-0.6726364212036131,4.670893867492678
1,4,-4.4,-1.3801422119140625,"InChI=1S/CH4O/c1-2/h2H,1H3",0.8,11.23287582397461,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.19,-17.477214813232422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.01,40.372467041015625,,0.0,,3,6.069354515075684,-7.449496726989746,6.583000000000001,-10.983,-0.513645484924317,3.533503273010255
2,5,-7.8,-5.344585418701172,"InChI=1S/CH4O/c1-2/h2H,1H3",0.7,11.23287582397461,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.29,-17.477214813232422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.01,40.372467041015625,,0.0,,3,3.1983454513549807,-8.542930870056153,3.552999999999999,-11.352999999999998,-0.35465454864501833,2.8100691299438445
3,6,-9.9,-8.568733215332031,"InChI=1S/CH4O/c1-2/h2H,1H3",0.6,11.23287582397461,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.39,-17.477214813232422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.01,40.372467041015625,,0.0,,3,0.3273363876342765,-8.896069602966307,0.5229999999999988,-10.422999999999998,-0.19566361236572227,1.5269303970336914
4,7,-11.6,-10.71627426147461,"InChI=1S/CH4O/c1-2/h2H,1H3",0.5,11.23287582397461,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.49,-17.477214813232422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.01,40.372467041015625,,0.0,,3,-2.543672676086425,-8.172601585388184,-2.507,-9.093,-0.03667267608642488,0.9203984146118156
5,8,-13.9,-12.197025299072266,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.59,-17.477214813232422,"InChI=1S/CH4O/c1-2/h2H,1H3",0.4,11.23287582397461,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.01,40.372467041015625,,0.0,,3,-5.414681739807128,-6.782343559265137,-5.536999999999999,-8.363000000000001,0.12231826019287073,1.580656440734864
6,9,1.7,5.180549621582031,"InChI=1S/CH4O/c1-2/h2H,1H3",0.9,11.23287582397461,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.08,-17.477214813232422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.02,40.372467041015625,,0.0,,3,9.518860397338866,-4.338310775756835,10.256,-8.556000000000001,-0.7371396026611343,4.217689224243166
7,10,-15.5,-14.602779388427734,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.78,-17.477214813232422,"InChI=1S/CH4O/c1-2/h2H,1H3",0.2,11.23287582397461,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.02,40.372467041015625,,0.0,,3,-10.578203048706056,-4.02457633972168,-10.954,-4.545999999999999,0.3757969512939443,0.5214236602783195
8,11,-16.8,-15.70538330078125,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.88,-17.477214813232422,"InChI=1S/CH4O/c1-2/h2H,1H3",0.1,11.23287582397461,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.02,40.372467041015625,,0.0,,3,-13.449212112426755,-2.256171188354493,-13.983999999999998,-2.8160000000000025,0.534787887573243,0.5598288116455095
9,12,-4.5,-0.8226394653320312,"InChI=1S/CH4O/c1-2/h2H,1H3",0.8,11.23287582397461,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.177,-17.477214813232422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.023,40.372467041015625,,0.0,,3,6.8214003791809095,-7.644039844512941,7.418900000000002,-11.9189,-0.5974996208190921,4.27486015548706
10,13,-11.0,-7.633476257324219,"InChI=1S/CH4O/c1-2/h2H,1H3",0.6,11.23287582397461,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.367,-17.477214813232422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.033,40.372467041015625,,0.0,,3,1.6578790702819817,-9.2913553276062,2.001899999999999,-13.0019,-0.34402092971801745,3.7105446723938
11,14,-13.2,-11.179832458496094,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.562,-17.477214813232422,"InChI=1S/CH4O/c1-2/h2H,1H3",0.4,11.23287582397461,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.038,40.372467041015625,,0.0,,3,-3.794890647888185,-7.384941810607909,-3.736600000000001,-9.463399999999998,-0.058290647888183944,2.078458189392089
12,15,-16.0,-13.893657684326172,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.759,-17.477214813232422,"InChI=1S/CH4O/c1-2/h2H,1H3",0.2,11.23287582397461,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.041,40.372467041015625,,0.0,,3,-9.363359729766843,-4.530297954559327,-9.603700000000002,-6.396299999999998,0.2403402702331583,1.8660020454406716
13,16,-9.8,-6.688385009765625,"InChI=1S/CH4O/c1-2/h2H,1H3",0.53,11.23287582397461,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.37,-17.477214813232422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.1,40.372467041015625,,0.0,,3,3.5241014099121104,-10.212486419677736,4.189000000000001,-13.989,-0.6648985900878905,3.7765135803222645
14,17,-13.5,-9.481422424316406,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.54,-17.477214813232422,"InChI=1S/CH4O/c1-2/h2H,1H3",0.36,11.23287582397461,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.1,40.372467041015625,,0.0,,3,-1.3566139984130876,-8.124808425903318,-0.9620000000000006,-12.538,-0.394613998413087,4.4131915740966825
15,18,-15.4,-11.995067596435549,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.7,-17.477214813232422,"InChI=1S/CH4O/c1-2/h2H,1H3",0.2,11.23287582397461,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.1,40.372467041015625,,0.0,,3,-5.95022850036621,-6.044839096069337,-5.8100000000000005,-9.59,-0.14022850036620937,3.545160903930663
16,19,-15.5,-12.241165161132812,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.72,-17.477214813232422,"InChI=1S/CH4O/c1-2/h2H,1H3",0.18,11.23287582397461,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.1,40.372467041015625,,0.0,,3,-6.524430313110351,-5.716734848022462,-6.416,-9.084,-0.10843031311035034,3.367265151977538
17,20,2.0,3.275825500488281,"InChI=1S/CH4O/c1-2/h2H,1H3",0.8,11.23287582397461,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.11,40.372467041015625,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.09,-17.477214813232422,,0.0,,3,11.85432270050049,-8.578497200012208,13.013000000000002,-11.013000000000002,-1.1586772994995123,2.4345027999877935
18,21,-5.5,-0.3796310424804687,"InChI=1S/CH4O/c1-2/h2H,1H3",0.7,11.23287582397461,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.18,-17.477214813232422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.12,40.372467041015625,,0.0,,3,9.561810455322266,-9.941441497802735,10.625999999999998,-16.125999999999998,-1.0641895446777312,6.184558502197262
19,22,-9.5,-4.014007568359375,"InChI=1S/CH4O/c1-2/h2H,1H3",0.5,11.23287582397461,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.32,-17.477214813232422,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.18,40.372467041015625,,0.0,,3,7.290773239135742,-11.304780807495115,8.424,-17.924,-1.1332267608642574,6.619219192504884
20,23,-4.0,1.4117317199707031,"InChI=1S/CH4O/c1-2/h2H,1H3",0.66,11.23287582397461,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.188,40.372467041015625,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.152,-17.477214813232422,,0.0,,3,12.347185195922853,-10.93545347595215,13.7864,-17.7864,-1.4392148040771477,6.850946524047851
21,24,2.5,4.665264129638672,"InChI=1S/CH4O/c1-2/h2H,1H3",0.7,11.23287582397461,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.22,40.372467041015625,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.08,-17.477214813232422,,0.0,,3,15.346778640747072,-10.6815145111084,17.055999999999997,-14.555999999999996,-1.7092213592529255,3.8744854888915956
22,25,2.5,5.22966194152832,"InChI=1S/CH4O/c1-2/h2H,1H3",0.7,11.23287582397461,"InChI=1S/C10H22/c1-3-5-7-9-10-8-6-4-2/h3-10H2,1-2H3",0.23,40.372467041015625,InChI=1S/C3H6O/c1-3(2)4/h1-2H3,0.07,-17.477214813232422,,0.0,,3,15.925275459289551,-10.695613517761233,17.698999999999998,-15.198999999999998,-1.7737245407104467,4.503386482238765
