source,source_file,source_row_index,data_id,split
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,0,mix:0,test
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,1,mix:1,test
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,2,mix:2,test
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,3,mix:3,test
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,4,mix:4,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,5,mix:5,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,6,mix:6,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,7,mix:7,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,8,mix:8,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,9,mix:9,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,10,mix:10,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,11,mix:11,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,12,mix:12,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,13,mix:13,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,14,mix:14,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,15,mix:15,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,16,mix:16,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,17,mix:17,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,18,mix:18,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,19,mix:19,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,20,mix:20,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,21,mix:21,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,22,mix:22,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,23,mix:23,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,24,mix:24,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,25,mix:25,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,26,mix:26,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,27,mix:27,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,28,mix:28,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,29,mix:29,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,30,mix:30,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,31,mix:31,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,32,mix:32,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,33,mix:33,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,34,mix:34,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,35,mix:35,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,36,mix:36,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,37,mix:37,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,38,mix:38,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,39,mix:39,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,40,mix:40,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,41,mix:41,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,42,mix:42,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,43,mix:43,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,44,mix:44,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,45,mix:45,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,46,mix:46,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,47,mix:47,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,48,mix:48,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,49,mix:49,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,50,mix:50,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,51,mix:51,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,52,mix:52,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,53,mix:53,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,54,mix:54,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,55,mix:55,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,56,mix:56,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,57,mix:57,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,58,mix:58,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,59,mix:59,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,60,mix:60,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,61,mix:61,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,62,mix:62,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,63,mix:63,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,64,mix:64,val
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,65,mix:65,train
mix,datasets/fuel_ignition_numbers/processed_data/dcn_mix_exp.csv,66,mix:66,train
