test_row_position,source_row_index,y_true,y_pred_mix,component_inchi_0,fraction_0,pure_pred_0,component_inchi_1,fraction_1,pure_pred_1,component_inchi_2,fraction_2,pure_pred_2,component_inchi_3,fraction_3,pure_pred_3,n_components,weighted_pure_pred,predicted_excess,reference_ideal_value,reference_excess_value,ideal_error,excess_error
0,101,157.6,170.15087890625,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.907,178.80320739746094,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",0.093,100.9512176513672,,0.0,,,0.0,,2,171.56297235107422,-1.4120934448242224,178.1088,-20.508800000000008,-6.54582764892578,19.096706555175786
1,102,141.9,160.1725311279297,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.8,178.80320739746094,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",0.2,100.9512176513672,,0.0,,,0.0,,2,163.2328094482422,-3.0602783203125057,169.72000000000003,-27.82000000000002,-6.487190551757834,24.759721679687516
2,103,124.5,141.47976684570312,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.6,178.80320739746094,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",0.4,100.9512176513672,,0.0,,,0.0,,2,147.66241149902345,-6.182644653320324,154.04,-29.539999999999992,-6.377588500976543,23.357355346679668
3,104,118.3,126.7747039794922,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",0.582,100.9512176513672,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.418,178.80320739746094,,0.0,,,0.0,,2,133.49334936523437,-6.718645385742178,139.7712,-21.4712,-6.2778506347656275,14.752554614257821
4,105,112.0,112.64593505859376,"InChI=1S/C12H24O2/c1-3-5-6-7-8-9-10-11-12(13)14-4-2/h3-11H2,1-2H3",0.8,100.9512176513672,"InChI=1S/C20H40O2/c1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22-4-2/h3-19H2,1-2H3",0.2,178.80320739746094,,0.0,,,0.0,,2,116.52161560058592,-3.875680541992182,122.68,-10.680000000000009,-6.158384399414089,6.804319458007827
5,133,63.0,64.7857437133789,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.921,69.83547973632812,"InChI=1S/C8H10/c1-2-8-6-4-3-5-7-8/h3-7H,2H2,1H3",0.079,22.81488609313965,,0.0,,,0.0,,2,66.12085283851623,-1.335109125137322,69.339,-6.338999999999999,-3.2181471614837704,5.003890874862677
6,134,68.0,64.32096099853516,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.922,69.83547973632812,"InChI=1S/C8H10/c1-7-3-5-8(2)6-4-7/h3-6H,1-2H3",0.078,21.55428695678711,,0.0,,,0.0,,2,66.06954669952393,-1.7485857009887695,70.17800000000001,-2.1780000000000115,-4.108453300476086,0.42941429901124195
7,135,66.0,64.34424591064453,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.921,69.83547973632812,"InChI=1S/C8H10/c1-7-4-3-5-8(2)6-7/h3-6H,1-2H3",0.079,23.22272109985352,,0.0,,,0.0,,2,66.15307180404663,-1.808825893402101,70.12899999999999,-4.128999999999991,-3.975928195953358,2.3201741065978894
8,136,67.0,64.25579833984375,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.921,69.83547973632812,"InChI=1S/C8H10/c1-7-5-3-4-6-8(7)2/h3-6H,1-2H3",0.079,25.69222640991211,,0.0,,,0.0,,2,66.34816272354126,-2.0923643836975145,70.6425,-3.6424999999999983,-4.294337276458734,1.5501356163024838
9,137,59.19999999999999,62.3016357421875,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.926,69.83547973632812,"InChI=1S/C8H16/c1-7-3-5-8(2)6-4-7/h7-8H,3-6H2,1-2H3/t7-,8+",0.074,16.932294845581055,,0.0,,,0.0,,2,65.92064405441285,-3.619008312225347,,,,
10,138,57.69999999999999,65.18911743164062,"InChI=1S/C12H26/c1-3-5-7-9-11-12-10-8-6-4-2/h3-12H2,1-2H3",0.926,69.83547973632812,"InChI=1S/C8H16/c1-7-3-5-8(2)6-4-7/h7-8H,3-6H2,1-2H3/t7-,8-",0.074,32.61088180541992,,0.0,,,0.0,,2,67.08085948944093,-1.8917420578003004,,,,
